Date nuforc,Time norc,City2,county norc,occupation,Summary
13/5/1983,17:00,London,London,,"silver disc sighted on Waterloo Bridge, London, England in 1983"
3/3/1983,13:00,London,London,,A strange object but no cigar
10/2/1983,22:00,Wallasey,Merseyside,,watching 8 black triangles in the sky 1983
20/7/1982,22:30,Bethesten,,,"Travelling horizontally, appro' 1 mile away, a green glowing fireball travelled with no sound."
30/6/1982,03:00,Leicester,Leicestershire,,Alien standing at the bottom of my bed.
7/1/1982,13:00,London,London,,SPHERICAL UFO sighted 20 METERS away IN BROAD DAYLIGHT for 15 min
1/1/1982,17:00,Newcastle,Co Down,,"size,shape,were all unusaul but the speed at the flightpath it adopted prier to disapearering was beyond this planets compensation."
15/6/1981,10:00,Reading,Berkshire,,"Bright silver disc flying alongside Concorde, before flying off at extreme speed"
11/5/1981,23:00,Warminster,Wiltshire,,"Hi, My signting was a long time ago (1981). Although at the time I went to the Police station and reported the sighting and told everyo"
27/12/1980,01:00,RAFBentwaters,,,Additional information (eyewitness account) of the Bentwaters Incident
27/12/1980,00:00,Clacton,Essex,,Believe this to be linked to u.s airbase bentwaters known as the rendlesham forest incident 1980
11/12/1980,23:45,Birmingham,West Midlands,,a huge roaring sound of some kind of animal sounding much bigger than a lion ..
14/9/1980,19:00,Todmorden,West Yorkshire,,1 craft was seen at close range no more than 30 feet away looked like a hovercraft with a bank of dark black windows dull silver in col
11/9/1980,00:00,UK/England,,,"the sightings that are beeing reported today, I and my workmates saw back in november 1980. we saw one main sphere and others coming to"
30/8/1980,20:00,Llandudno,Gwynedd,,there were lights on the object
10/7/1980,14:30,Brookwood,,,Silent silver egg shaped object flying slowly at around 500-1000' in the UK.
1/7/1980,21:00,Heacham,,,"2 equilateral triangular shapes formed by white lights at each point, spinning slowly directly above us, all sound around us stopped"
15/6/1980,10:30,Southampton,Hampshire,,silver domed saucer spotted in southampton england 1980
1/6/1980,18:30,Birmingham,West Midlands,,what's that a moveing star?
1/6/1980,18:00,London,London,,"SAW A FLYING SAUCER CLOSE UP, IN THE MIDDLE OF LONDON JUST BEFORE MORNING RUSH OUR ?"
1/6/1980,09:00,Plymouth,Devon,,"HELLO THERE.I LIVE IN PLYMOUTH,DEVON IN THE SOUTH WEST OF ENGLAND,WHERE THIS SIGHTING OCCURED.IT WAS A LONG TIME AGO,AROUND 1980, THAT"
4/4/1980,22:00,LeamingtonSpa,,,"FOR STEELING, IT WAS APPROX 12 TO 15 FEET HIGH AND WAS PURE LIGHT SHAPED LIKE A SQUARE ARMED AND LEGGED ROBOT,"
1/3/1980,19:35,Maldon,Essex,,a flap opened on the craft and beings walked out
6/2/1980,20:22,Derby,Derbyshire,,"Walking North in a quiet town street,with my wife, I glanced over my right shoulder and saw an object flying across the dark sky. I cri"
10/1/1980,21:00,Bletchley,Buckinghamshire,,A very bright orb/sphere decended down and hovered right in front of us and it also made a loud humming noise
31/12/1979,18:00,Sunderland,Tyne & Wear,,UFO white with orange glow and tail spotted above houses moving fast and changing direction sharply. Electricity then cut in the house
11/12/1979,23:16,Birmingham,West Midlands,,Ball of flame just above treetop height
4/12/1979,20:00,Burnley,Lancashire,,"Hi my name is Mark,i was nine at the time i saw what now i percieve as a dream and i cannot differenciate as anything other than that b"
4/11/1979,16:00,MilfordHaven,,,"a stationery object in the sky, north of saudi arabia."
1/10/1979,12:00,Morden,Surrey,,Spinning metallic object.
14/9/1979,22:00,Sunderland,Tyne & Wear,,"Pastel coloured bulbs, white centre, grey coloured surround"
23/8/1979,22:30,Leeds,West Yorkshire,,HBCCUFO CANADIAN REPORT: My wife and I have seen two flying saucers.
1/8/1979,16:00,Manchester,Greater Manchester,,at the speeds this craft moved it would take a few minutes to cross the atlantic and travel from the uk to usa
14/7/1979,22:00,Motherwell,Lanarkshire,,HBCCUFO CANADIAN REPORT: The objects were both orange in colour and seemed to shimmer with long flowing tendrils.
1/6/1979,22:00,Sunderland,Tyne & Wear,,"It had 6 coloured bulbs 1 white in the centre surrounded by 5 coloured bulbs , it hovered rotated tilted then zoomed away to a higher h"
1/6/1979,21:00,HemelHempstead,,,"clear bright night ,moon to the right behind a single cloud,we were driving up over Box hill which loooks down onto the town,on a narro"
1/6/1979,20:00,Hamilton,Lanark shire,,Fast moving small bright light
1/6/1979,17:00,UK/England,,,METALIC SPHERE
1/6/1979,15:30,Birmingham,West Midlands,,Followed for a while and missing time.
14/4/1979,22:47,Cheshire(UK/England,,,"It shone a little brighter than the other stars, which is what caught my attention."
12/4/1979,06:30,Stirling,Stirlingshire,,mothership and three discs
19/10/1978,13:00,Kimbolton,,,No sound no lights black windows very fast
16/9/1978,21:30,Edinburgh,Edinburgh,,object speeds off turning at right angles as it goes
15/9/1978,21:00,WoottonBridge,,,Squat 'arrow' shaped craft seen over Wootton on the Isle of Wight
11/9/1978,00:00,Reading,Berkshire,,UK is Reading in to it??
30/8/1978,22:00,Bristol,Avon,,"""like someone had hung christmas deccy's in the sky"""
15/7/1978,13:00,UK/England,,,"sphere hovering by tree, witnessed by four"
7/7/1978,15:00,Salisbury,Wiltshire,,"silent lights in the sky ,appearing and dissappearing ,about 30 m.p.h. over a millatary airfield."
15/6/1978,22:00,BrightonandHove,,,"Elongated triangle with lights went over from south to north, completely silent, craft was long- a few hundred yards at least"
15/6/1978,02:00,Manchester,Greater Manchester,,weird lights sighted by brothers & only recalled years later.
1/6/1978,06:30,Felixstowe,Suffolk,,jUST TO MAKE SURE PLEASE DO NOT INCLUDE MY NAME ON ANY PUBLISHED FORMAT
23/2/1978,01:48,BraintreeandRAFWeatherfield,,,"I was active duty (USAF) at the time, I was driving home (car-pooling) with a fellow worker, his name is Mike Bugno. We were in his VW"
7/2/1978,19:30,Wembly,,,ball lightining
10/1/1978,20:00,WalberswickSuffolk,,,Saw flying saucer with coloured lights in 1978 and then a different craft in 1979.
10/1/1978,16:00,"Gateshead,Tyne&Wear",,,Huge aeroplane/no sound travelling overhead
8/1/1978,22:00,Cardiff,South Glamorgan,,"light in the sky splits into 3, one of which is observed to be a huge triangle"
1/1/1978,00:00,London,London,,"Twin-disc 'pivoting' UFO observed to rapidly cross the skies of Slough, U.K., in 1977/ 1978."
2/11/1977,16:00,,,,metallic disc silent no movement no windows
7/8/1977,11:00,UK/Scotland,,,very large silver sphere causing cloud emmisions slow and straight
19/7/1977,15:00,Edinburgh,Edinburgh,,"Huge craft appeared slowly in the west,it looked to be very large for something that was at least two miles away(approx)it travelled ve"
15/7/1977,21:00,Glasgow,Glasgow,,Observed two large shimmering orange sphere's float up into the overcast sky.
15/6/1977,03:20,ChadwellStMary,,,Somethings going on for sure.
15/6/1977,00:00,London,London,,please understand that what i saw was many years ago. i was about 17 years of age at the time when i looked out of the kitchen window a
15/5/1977,02:00,Kilmarnock,Ayrshire,,Whisper quiet hovering craft.
12/3/1977,18:14,Warton,,,"Craft matched our car near Warton, parents terrified; pub saw it too. Car frozen after. Have unusual abilities since."
4/12/1976,14:00,Hull,North Humberside,,"SMALL OBJECT DARK GREY TO BLACK, APPROX 18 - 24 INCHES ACROSS, ABOUT 12 INCHES IN HEIGHT, WAS STATIONARY AT ABOUT 40 FEET IN THE AIR, S"
10/10/1976,22:00,StokeMandeville,,,White object over Buckinghamshire UK.
15/9/1976,20:30,Llanelli,Dyfed,,"Cuboid app. 15ft - non reflective matt color, with red, blue, yellow lights with polymorphic abilities"
5/9/1976,21:00,Birmingham,West Midlands,,Had a close encounter with UFO which moved silently and seemed to be following and watching me.
20/7/1976,00:00,London,London,,"5 objects travelling in formation London, England 1976."
15/7/1976,19:00,London,London,,Lights in skies over london 1976
15/6/1976,05:00,Ammanford,Carmarthenshire,,"huge bus sized object,"
15/6/1976,00:00,Cornwall,,,"Classic large shape rod, looked like birds, but no flapping wings."
1/6/1976,22:00,Canterbury,Kent,,Silent saucer shaped craft joining up with a very bright white light
7/4/1976,20:00,Tring,Hertfordshire,,"At 7/8, I saw two glowing white figures in my room—clear outlines, not a dream. They vanished before my mum arrived."
5/1/1976,21:00,Folkestone,Kent,,"Saucer shaped object, flying slowly and silently, with coloured lights moved towards the bright light. I signalled to it,"
22/8/1975,22:50,Horley,Surrey,,Bipedal sphere
1/8/1975,02:29,Chichester,Hampshire,,Saw craft rising from across the lake
16/7/1975,18:30,Manchester,Greater Manchester,,"uk england 1975 summers day what comes next, still makes the hair stand up on my neck,29yrs on."
9/7/1975,20:30,Manchester,Greater Manchester,,Matt black triangle
1/7/1975,19:00,Hull,North Humberside,,"This Triangular object Burst through the clouds and then flew straight back up into them again, with a trail of clouds following it."
1/6/1975,15:00,Leeds,West Yorkshire,,"when i was 13 myself and my mother were looking at a car accident appox 200 yards from our address in seacroft leeds uk,we turned to co"
1/6/1975,00:00,RhonddaValley,,,"In the 2 instances I have never seen anything like it before or after,and I can confirm that there was no engine noise, and the final s"
3/11/1974,20:30,Olney,,,My sighting happened a long time ago in 1974 at the time i was twelve years old and had never heard of u.f.o.s let alone seen one.Some
10/10/1974,21:30,Cardiff,South Glamorgan,,"back in 1974 I was 19 at the time and lived in a suburb of Cardiff Wales UK called Ely, and in the distance there was a wood called Ca"
31/8/1974,13:00,Boughton,,,"Silver cylinder hovering above ground in Kent, Engalnd."
18/8/1974,23:50,ColwynBay,,,"object seen over wales england,in the 1970`s"
14/8/1974,22:00,Crewe,Cheshire,,Erratic light coming towards us from a distance with bright light with black band around that hovered above lake across the road
1/8/1974,18:00,Kent,,,hovered for ten seconds then sped off and vanished in a spilt second
1/8/1974,16:00,UK/Scotland,,,Silver circular Craft above hay field
30/6/1974,00:00,Oxford,Oxfordshire,,Please note this is way back in the 1970s when I was a kid unfortunately I do not remember the exact date. My name is Martin. Whi
6/6/1974,12:00,Derbyshire,,,not sure entirely of year it was but it was a clear blue sky day and i was about 13 me and my playmate were sitting on a haystack and i
11/1/1974,03:00,Cambridge,Cambridgeshire,,Bright amber/orange spherical light moving erratically at night
5/11/1973,19:00,Liverpool,Merseyside,,"Two Red Orbs (Bright) high up slowly weaving about each other, 3 hours +"
1/11/1973,23:00,BentwatersAFB,,,Bentwaters 1973
1/5/1973,21:14,Bristol,Somerset,,1974 green orb flew straight at us
1/3/1973,00:00,london,Greater London,,i am 85 years old and soon to leave this world and i wish to let the world know of my abduction in 1973 i have been telling this experi
16/12/1972,22:30,Gravesend,Kent,,the three lights moved horizontal 1/4- 1/2 mile then shot up at great speed at 45 % stiil horizontal
21/7/1972,01:00,Stoke-on-Trent,Staffordshire,,the object was a bright light darting around a small patch of sky with very precise manouvers
1/6/1972,23:30,Wigan,Lancashire,,White small round object travelled across the sky north to south in seconds.Made no sound.
1/6/1972,01:00,Bath,Avon,,"No fading of lights, just disappeared at the same place without slowing down or making a sound...for 3 nights running."
15/5/1972,12:45,Bicester,Oxfordshire,,"Orange sphere traveling in the sky, leaving vapor trail, appears to hover w/o vapor, then proceeds to travel, leaving a vapor trail"
7/5/1972,00:00,Essex,,,ODD SOUND
24/9/1971,22:00,Worthing,West Sussex,,The Truth about UFO'S
25/7/1971,18:00,Sutton,Surrey,,I have remembered this siteing every day since it equrred.The photo that someone took of the object was in the Paper.
15/6/1971,23:30,Castlefod,,,I sighted the three objects at 11-30pm. They approached from the north. They came directly towards me until at one point they were virt
1/6/1971,00:00,UK/England,,,The light that shone through the window was an unbeleivably beautiful blue and looked like rays.
10/1/1971,21:00,Preston,Lancashire,,about 60 ft long red and yellow lights a big spotlight hoverd overhead about 500yds to the north of us for about 2 to 3 minutes no nois
15/10/1970,19:00,London,London,,Single bright cone shaped beam of light.
15/9/1970,00:00,Gillingham,Dorset,,Watching Discovery Science on TV about the Pheonix lights brought to memory an event that happened to me in I think 1970 in either Sept
8/9/1970,22:00,Kirkby,,,"WHILE TRAWLING THROUGH UFO WEB SITES I CAME ACROSS A REPORT WHICH OCCURED ON SEPTEMBER 8 1970,IT INVOLVED A LIGHTNING JET THAT WAS SCRA"
18/8/1970,15:00,London,London,,A disc shaped object that sped away at great speed after hovering over us for about 10 minutes
15/7/1970,22:00,Lincoln,Lincolnshire,,Was attending a music festival near Lincoln England July 1970. Met someone I vaguely knew from London who convinced me to come with him
1/6/1970,19:30,Gainsborough,Lincolnshire,,"AS CHILDREN AGED ABOUT 10YRS OLD PLAYING IN THE STREETS AROUND OUR HOMES IN GAINSBOROUGH LINCOLNSHIRE ENGLAND ,I/WE SAW A LARGE ROUND"
1/6/1970,00:00,Skelmersdale,Lancashire,,Dark red ball shape witnessed by me and my partner.
2/1/1970,21:45,Sunderland,Tyne & Wear,,"In January 1979 at 9:45 PM in Sunderland, England, I, my mother, and a bus driver witnessed a UFO. It was a clear and cold night. The U"
30/6/1969,22:45,Somerset,,,First time it was a bright light and missing time frome 10.45 untill 4 in morning with no real idea why. Second time parked up in same
20/10/1968,19:30,Fleetwood,Lancashire,,MOVING LIGHTS IN THE NIGHT SKY NORTHERN ENGLAND UK.
10/11/1967,08:30,Liverpool,Merseyside,,the object just hovered very close to me with no sound silver and red like a plane with no wings
15/10/1967,19:30,Knott-End.Fleetwood,,,Strange lights in the sky Northern England in the Autumn of 1967.
15/10/1967,16:00,Castleside,,,"I saw a huge cigar shaped object, pulsating red then orange, like a heartbeat, my horse saw it first."
