Date and Time Reported,Date nuforc,Time norc,City,City2,county norc,occupation,Summary
10/09/2006 20:30,9/10/2006,20:30,Stoke-on-Trent (UK/England),Stoke-on-Trent ,#N/A,,i saw these's craft more than once they moved fast and with no sound and orange collour.and again a week later!! ((Possible hoax. PD))
10/07/2006 19:10,7/10/2006,19:10,Derbyshire (UK/England),Derbyshire ,#N/A,,"3 fireballs, 2 traveling in close formation, 1 some distance away, maybe 500 m. They suddenly veered away and out of sight."
10/04/2006 18:30,4/10/2006,18:30,Sunderland (UK/England),Sunderland ,#N/A,,"Strange orange object spotted and photographed over Durham, England"
10/03/2006 22:00,3/10/2006,22:00,Glasgow (UK/Scotland),Glasgow ,#N/A,,Unusual Meteorite over Scottish Campsies?
09/29/2006 20:33,29/9/2006,20:33,Motherwell (UK/England),Motherwell ,#N/A,,SAW TWO BRIGHT ORANGE SHAPES WHICH LATER JOINED CREATING A HALF MOON SHAPE.
09/29/2006 20:00,29/9/2006,20:00,Motherwell (UK/Scotland),Motherwell ,#N/A,,"I SAW A HALF MOON SHAPE WITH A PIECE MISSING,THE MISSING PIECE WAS FLOATING BELOW HOVERING UP LIKE A FEATHER TOWARD THE HALF MOON.IT WA"
09/28/2006 20:30,28/9/2006,20:30,Winter Hill (near Bolton)) (UK/England),Winter Hill ) ,#N/A,,"strange ball of light, 4 red lights in a strange diamond shape, hovering near mast."
09/25/2006 22:10,25/9/2006,22:10,Glasgow/Rutherglen (UK/Scotland),Glasgow/Rutherglen ,#N/A,,MOVING STARS:OR ARE THEY?
09/25/2006 11:00,25/9/2006,11:00,Salisbury (UK/England),Salisbury ,#N/A,,Faint blue-grey object seen floating over Stonehenge Sept 25th 2006
09/24/2006 21:00,24/9/2006,21:00,Manchester (UK/England),Manchester ,#N/A,,Bright glowing object moved slowly across the night sky
09/24/2006 18:00,24/9/2006,18:00,Leeds (UK/England),Leeds ,#N/A,,a circle hovering black tinted curve with lights around it. near the pavement it let off a green beem
09/21/2006 21:00,21/9/2006,21:00,Wakefield (UK/England),Wakefield ,#N/A,,OBJECT INTENSFIES IN BRIGHTNESS MOVES AND DISAPPEARS
09/16/2006 22:30,16/9/2006,22:30,Nottingham (UK/England),Nottingham ,#N/A,,a fire ball no sudden movements moving vertical slowly
09/15/2006 00:00,15/9/2006,00:00,Aberdeen (UK/Scotland),Aberdeen ,#N/A,,Possibly an excellent example of NOTAF space/time continuum shift.
09/10/2006 21:00,10/9/2006,21:00,Bristol (UK/England),Bristol ,#N/A,,"we were led on our backs looking out for""shooting stars"" it appearded out of no where and had a orange brown colour to it it moved very"
09/09/2006 21:00,9/9/2006,21:00,Yorkshire (UK/England),Yorkshire ,#N/A,,8 orange lights in the sky in formation
09/08/2006 22:30,8/9/2006,22:30,"Yatton, Somerset (UK/England)",Yatton,#N/A,,Over 30 orange balls moved evenly spaced at a steady slow speed in a North or Northwest direction.
09/02/2006 23:15,2/9/2006,23:15,Bristol (UK/England),Bristol ,#N/A,,"UFO Seen in Bristol, England september 2nd 06"
09/01/2006 20:25,1/9/2006,20:25,Lancaster (Cantsfield) (UK/England),Lancaster  ,#N/A,,"an object with no clear shape, travelling fast, low, silent, with a very bright light/glow that appeared out of nowhere"
08/29/2006 20:03,29/8/2006,20:03,Tynemouth (UK/England),Tynemouth ,#N/A,,Me and a friend from Ashington Northumberland were out taking photos when I took a photo of the sky I often do this so I can blend it i
08/27/2006 21:45,27/8/2006,21:45,Blackpool (UK/England),Blackpool ,#N/A,,Fireball over Blackpool England 9.45pm 27/08/06
08/26/2006 22:04,26/8/2006,22:04,Essex (UK/England),Essex ,#N/A,,"2 objects of orange colour,moving with no noise"
08/25/2006 00:00,25/8/2006,00:00,Cardiff (UK/Wales),Cardiff ,#N/A,,prototype Jet flying in cardiff?
08/24/2006 22:05,24/8/2006,22:05,Dalton-in-Furness (UK/England),Dalton-in-Furness ,#N/A,,"Red,blue and green lights flashing over Dalton."
08/22/2006 19:30,22/8/2006,19:30,Glasgow (outside of) (UK/Scotland),Glasgow  ,#N/A,,Sighting near to Glasgow Scotland by police officers.
08/21/2006 21:40,21/8/2006,21:40,Edinburgh (UK/Scotland),Edinburgh ,#N/A,,"a bright light in the southtern sky, brighter than Venus would be but about the same size moving from west to east dropping slightly as"
08/21/2006 21:00,21/8/2006,21:00,Hope (UK/England),Hope ,#N/A,,single bright light travelling over Derbyshire
08/21/2006 19:00,21/8/2006,19:00,Guildford (UK/England),Guildford ,#N/A,,The object was seen at Newlands Corner Guildford Surrey U.K. The spherical object was travelling at a constant speed of about 50 ki
08/18/2006 23:00,18/8/2006,23:00,Polegate (UK/England),Polegate ,#N/A,,objects appear most nghts when the sky is clear
08/16/2006 20:30,16/8/2006,20:30,Newcastle upon Tyne (UK/England),Newcastle upon Tyne ,#N/A,,our very close encounter
08/14/2006 00:30,14/8/2006,00:30,Bathgate (UK/Scotland),Bathgate ,#N/A,,triangle of lights seen very high over Central Scotland
08/13/2006 20:18,13/8/2006,20:18,Clevedon (UK/England),Clevedon ,#N/A,,round object out of control seen over Clevedon
08/11/2006 00:00,11/8/2006,00:00,Northampton (UK/England),Northampton ,#N/A,,"possible adbduction, definate sighting"
08/05/2006 13:00,5/8/2006,13:00,London (UK/England),London ,#N/A,,"Strange black Object videotaped near plane in Windsor, England."
08/04/2006 19:00,4/8/2006,19:00,Nelson (UK/England),Nelson ,#N/A,,"About 6 crafts in what looked like olive leaf shapes in formation covered an area of country in lancashire, england"
08/02/2006 02:30,2/8/2006,02:30,Exmouth (UK/England),Exmouth ,#N/A,,"Bright green light over Exmouth, England."
07/31/2006 03:13,31/7/2006,03:13,Leicester (UK/England),Leicester ,#N/A,,Egg shaped 20+ ufo's crash landing on runway.
07/30/2006 23:00,30/7/2006,23:00,Folkestone (UK/England),Folkestone ,#N/A,,"UK signting - A pitch black object against the background grey of the sky, followed by a triangle of lights"
07/30/2006 16:40,30/7/2006,16:40,Sunderland (UK/England),Sunderland ,#N/A,,A strange white object appeared in the sky on two seperate occasions.
07/28/2006 21:30,28/7/2006,21:30,Manchester (UK/England),Manchester ,#N/A,,black ufo orange afterglow fotball pich size wow
07/27/2006 23:00,27/7/2006,23:00,Stevenage (UK/England),Stevenage ,#N/A,,two lights koving together at low altitude moving north to east
07/27/2006 01:20,27/7/2006,01:20,Pembroke Dock (UK/Wales),Pembroke Dock ,#N/A,,Black disc shaped object flying across Pembroke Dock.
07/26/2006 09:26,26/7/2006,09:26,Southampton (UK/England),Southampton ,#N/A,,1white cross moving to the west no trail of any form.
07/25/2006 19:00,25/7/2006,19:00,Boston (UK/England),Boston ,#N/A,,"Silver disk emitting yellow light seen over Boston, Lincolnshire, England."
07/24/2006 23:10,24/7/2006,23:10,Pulborough (UK/England),Pulborough ,#N/A,,A white light travelling due north suddeny travelled upwards and out of sight
07/23/2006 05:00,23/7/2006,05:00,Birmingham (UK/England),Birmingham ,#N/A,,((HOAX??)) unkown craft
07/22/2006 22:30,22/7/2006,22:30,Manchester,Manchester,Greater Manchester,,((Location unspecified)) 3 bright orange moving objects like stars but moving dissapeared/faded at the same place (not at same time)
07/19/2006 23:50,19/7/2006,23:50,Leicestershre (UK/England),Leicestershre ,#N/A,,long fire streak changing to multiple colours
07/19/2006 23:45,19/7/2006,23:45,London (UK/England),London ,#N/A,,Blue orb-thing with orange tail scared me
07/19/2006 08:30,19/7/2006,08:30,Birmingham (UK/England),Birmingham ,#N/A,,half circale with 3 bumps on it
07/18/2006 23:55,18/7/2006,23:55,Brighton (UK/England),Brighton ,#N/A,,"Bright green and fast-moving light seen above Brighton, Sussex, UK."
07/18/2006 23:55,18/7/2006,23:55,Chatham Maritime (UK/England),Chatham Maritime ,#N/A,,Long horizontal blue light with red light on top. Hovered then moved off at speed before vanishing into thin air.
07/18/2006 23:55,18/7/2006,23:55,Isle of Wight (UK/England),Isle of Wight ,#N/A,,Greeny Blue bright large opposing triangular shaped light that dissappeared very very fast
07/18/2006 20:15,18/7/2006,20:15,Stoke-on-Trent (UK/England),Stoke-on-Trent ,#N/A,,"Circular in shape and grey in colour, two huge very bright lights in it."
07/18/2006 18:30,18/7/2006,18:30,Northwich (UK/England),Northwich ,#N/A,,spherical moving object in sky ranging from fast to static spherical object high in sky travelling slowly at apparently the same altit
07/18/2006 17:00,18/7/2006,17:00,UK/England,UK/England,#N/A,,Glowing UFO seen
07/18/2006 01:00,18/7/2006,01:00,Wrexham (UK/England),Wrexham ,#N/A,,Teenager awoken by strange sounds and lights.
07/18/2006 00:40,18/7/2006,00:40,Huntingdon (UK/England),Huntingdon ,#N/A,,Intermiant stationary red light in nigth sky (NOT aircraft strobe light)
07/17/2006 22:06,17/7/2006,22:06,Sunderland (UK/England),Sunderland ,#N/A,,I witnessed a small orange light around an aeroplanes chem. trail.
07/16/2006 23:30,16/7/2006,23:30,London (UK/England),London ,#N/A,,"the first one we saw was probably doing half of warp speed,it moved very swiftly,the technology's got to be incredible for the way it m"
07/16/2006 23:30,16/7/2006,23:30,London (UK/England),London ,#N/A,,"White orb over Canary Warf,london."
07/16/2006 17:06,16/7/2006,17:06,Coventry (UK/England),Coventry ,#N/A,,((POSSIBLE HOAX)) Strange object in the sky.
07/16/2006 17:00,16/7/2006,17:00,Coventry (UK/England),Coventry ,#N/A,,object changing shape(maybe)splitting into two.
07/16/2006 17:00,16/7/2006,17:00,UK/England,UK/England,#N/A,,fly metalic disc and manuvering in a fast way like stunt kite
07/16/2006 15:30,16/7/2006,15:30,Wirral (UK/England),Wirral ,#N/A,,spherical moving object in sky ranging from fast to static
07/15/2006 23:23,15/7/2006,23:23,Sunderland (UK/England),Sunderland ,#N/A,,"Witnessed two strange white lights in the sky from my home in Sunderland, UK"
07/15/2006 20:00,15/7/2006,20:00,West Cornforth (UK/England),West Cornforth ,#N/A,,"Was driving home, seen a big ball of light. It hovered for about 2 mins, then it went out of sight in the clouds"
07/13/2006 23:25,13/7/2006,23:25,Camborne (UK/England),Camborne ,#N/A,,Soundles flight . Brightly illuminated . Very high . Somewhat erratic flight .
07/13/2006 13:00,13/7/2006,13:00,Pagham (Sussex) (UK/England),Pagham  ,#N/A,,I WAS LOADING SOME FAMILY PICTURES WHEN WE SPOTTED THIS STRANGE SPHERE THAT SEEMED TO BE HOVERING IN THE AIR OVER THE SEA BEHIND MY DAD
07/12/2006 22:00,12/7/2006,22:00,UK/England,UK/England,#N/A,,"Driving in my car at sunset, I noticed 2 bright lines in the sky moving both horizontally and vertically but never changing position."
07/10/2006 03:00,10/7/2006,03:00,Bognor Regis (UK/England),Bognor Regis ,#N/A,,"Traingular Craft, combined with outer body experiences?"
07/08/2006 23:00,8/7/2006,23:00,Watford (UK/England),Watford ,#N/A,,light grey oval object travelling at speed/no flashing lights or trails and not bright direction sw/ne/ ..no noise
07/08/2006 22:30,8/7/2006,22:30,London (UK/England),London ,#N/A,,"Two bright red lights in the sky, appeared low flying but totally silent almost as though they were travelling in the wind."
07/08/2006 22:00,8/7/2006,22:00,Whitstable (UK/England),Whitstable ,#N/A,,Orange spheres
06/30/2006 23:30,30/6/2006,23:30,Castleford Nr Leeds (UK/England),Castleford Nr Leeds ,#N/A,,Football sized glowing object (like a ball of fire). Moving slowly across the sky.
06/30/2006 17:25,30/6/2006,17:25,Manchester (UK/England),Manchester ,#N/A,,"it was still light, the ufo moved slowley at are pace when followed us, an stayed in one spot while we had a good look,"
06/26/2006 10:40,26/6/2006,10:40,North Queensferry (UK/Scotland),North Queensferry ,#N/A,,"UFO over Fife, Scotland?"
06/24/2006 23:15,24/6/2006,23:15,Manchester (UK/England),Manchester ,#N/A,,my husbnd and babysitter and myself witnessed 6 sphere shapes glowing a bright orange almost goldish color in the sky outside my house
06/24/2006 00:00,24/6/2006,00:00,London (UK/England),London ,#N/A,,"two lights, one amber, one white coming closer photos taken of both."
06/23/2006 22:35,23/6/2006,22:35,Sunderland (UK/England),Sunderland ,#N/A,,Strange Light Ball seen floating in sky.
06/22/2006 02:00,22/6/2006,02:00,Hoylake (UK/England),Hoylake ,#N/A,,1 White light sphere. 1 green flashing light flooded streets with its light.
06/13/2006 21:43,13/6/2006,21:43,Norwich,Norwich,Norfolk,,Array of flashing lights coming from object in the night sky...
06/11/2006 03:15,11/6/2006,03:15,"Wednesbury, West Midlands (UK/England)",Wednesbury,#N/A,,Silent Light seen in sky moving 5-6 times faster than Fighter Jet in Persuit and Fighet could be heard UFO moving at 4000 MPH?
06/10/2006 02:30,10/6/2006,02:30,Ipswich (UK/England),Ipswich ,#N/A,,3 ufos changing couler then shooting of around 2000 mile an hour
06/10/2006 00:25,10/6/2006,00:25,Birmingham (UK/England),Birmingham ,#N/A,,black triangle than accelerated very quickly
06/09/2006 23:00,9/6/2006,23:00,Brighton (UK/England),Brighton ,#N/A,,"5 'shooting stars' across the English Channel (between Brighton, UK and Dieppe, France)"
06/09/2006 15:15,9/6/2006,15:15,Lands End (Cornwall) (UK/England),Lands End  ,#N/A,,suprise ufo
06/08/2006 22:30,8/6/2006,22:30,London (UK/England),London ,#N/A,,approx 10 lumious uaps flying east west at high speed in cheveron shape
06/08/2006 15:00,8/6/2006,15:00,Shropshire (UK/England),Shropshire ,#N/A,,((HOAX??)) round
06/06/2006 22:00,6/6/2006,22:00,Brighton (UK/England),Brighton ,#N/A,,sperical shapes in triangle formation
06/06/2006 18:00,6/6/2006,18:00,London (UK/England),London ,#N/A,,I teardrop shape object whistled across the street.
06/06/2006 17:00,6/6/2006,17:00,UK/England,UK/England,#N/A,,we were having a barbacue with the nieghbours and i glanced to the east and saw apurple blue spherical object within 5mins 2 others had
06/03/2006 17:05,3/6/2006,17:05,"Maidstone, Kent (UK/England",Maidstone,Kent,,Numerous white objects appear over kent in the clear blue skys
06/02/2006 22:05,2/6/2006,22:05,UK/Wales,UK/Wales,#N/A,,Flying object over Wales emitting other objects
05/31/2006 22:52,31/5/2006,22:52,Wrexham (UK/England),Wrexham ,#N/A,,Extreme bright light falling to the ground slowly
05/29/2006 00:58,29/5/2006,00:58,UK/England,UK/England,#N/A,,"More luminous objects sighted in night sky. ((NUFORC Note: Possible sightings of satellites, we suspect. PD))"
05/26/2006 02:30,26/5/2006,02:30,Arbroath (UK/Scotland),Arbroath ,#N/A,,Arbroath UK - Large fireball type object disappears over the North Sea
05/26/2006 00:39,26/5/2006,00:39,UK/England,UK/England,#N/A,,More luminous objects seen in night sky. ((NUFORC Note: We suspect possible sightings of satellites. PD))
05/25/2006 00:55,25/5/2006,00:55,UK/England,UK/England,#N/A,,Multiple luminous objects sighted in night sky
05/24/2006 15:45,24/5/2006,15:45,"Blackburn, Lancashire (UK/England)",Blackburn,Lancashire,,"A small black circle rises and then stops dead in front of cloud,there one moment gone the next."
05/23/2006 11:00,23/5/2006,11:00,St. Andrews (UK/Scotland),St. Andrews ,#N/A,,I was watching the events taking place on the turn (9th green and 10th fairway) on the St Andrews Old Course golf links where I sit for
05/23/2006 00:00,23/5/2006,00:00,Sunderland (UK/England),Sunderland ,#N/A,,((POSSIBLE HOAX)) bright lights on the objest very mysterious.
05/20/2006 13:30,20/5/2006,13:30,"Accrington, Lancashire (UK/England)",Accrington,Lancashire,,Sighting in the forest of bowland
05/20/2006 13:00,20/5/2006,13:00,"Bowland, Lancashire (UK/England)",Bowland,#N/A,,Spacecraft land in bowland
05/20/2006 01:20,20/5/2006,01:20,Newcastle upon Tyne (UK/England),Newcastle upon Tyne ,#N/A,,Well I was watching a movie with my girlfriend.We live on the sixth floor of an 8 storey building. All of a sudden a very bright light
05/18/2006 21:20,18/5/2006,21:20,Lancashire (UK/England),Lancashire ,#N/A,,"Lancashire, UK at about 9:30pm, an UFO passed over a crowd on BIG BROTHER live on Channel 4. The UFO sighted by me was too bright to b"
05/17/2006 20:05,17/5/2006,20:05,"Wirral, Cheshire (UK/England)",Wirral,Merseyside,,Invisible with silver triangular back.
05/14/2006 03:45,14/5/2006,03:45,Newcastle upon Tyne (UK/England),Newcastle upon Tyne ,#N/A,,"two lights (north sea, uk)"
05/13/2006 00:00,13/5/2006,00:00,London (UK/England),London ,#N/A,,"massive bright light, low in the sky"
05/12/2006 09:30,12/5/2006,09:30,"Colchester (Esses, England)",Colchester ,#N/A,,image in sky
05/11/2006 19:30,11/5/2006,19:30,London (UK/England),London ,#N/A,,7 bright red lights hovering and then shooting upwards into space at an alarming rate!
05/06/2006 12:00,6/5/2006,12:00,UK/Wales,UK/Wales,#N/A,,BRECON BEACONS UFO/S ((NUFORC Note: Possible birds in distance?? PD))
05/06/2006 05:30,6/5/2006,05:30,Southport (UK/England),Southport ,#N/A,,5.6.06 hexigon shape craft over the town of southport england
05/05/2006 15:00,5/5/2006,15:00,Washington (UK/England),Washington ,#N/A,,White Ball (not Silver shining) Approx 10 feet across travelling quickly in an arc before slowing and 'hovering' above me.
04/25/2006 02:20,25/4/2006,02:20,Doncaster (UK/England),Doncaster ,#N/A,,light in the sky
04/17/2006 21:32,17/4/2006,21:32,Edinburgh (UK/Scotland),Edinburgh ,#N/A,,"huge glaring light, brighter than anything else in the sky and massive, above edinburgh scotland city center. light disappeared then ap"
04/16/2006 00:30,16/4/2006,00:30,Gloucester (UK/England),Gloucester ,#N/A,,Triangular shaped object seen travelling slowly across the sky. 3 visible red lights at each point of the triangular craft. The craft
